id,y,e,L,V,c
2obut_m,0.0,0.0,0.0,0.0,0.0
HC02020_r,0.0,0.0,0.0,0.0,0.0
hdd2coa_r,0.0,0.0,0.0,0.0,0.0
HC02021_r,0.0,0.0,0.0,0.0,0.0
HC02023_r,0.0,0.0,0.0,0.0,0.0
HC02024_r,0.0,0.0,0.0,0.0,0.0
lnlncgcoa_r,0.0,0.0,0.0,0.0,0.0
HC02025_r,0.0,0.0,0.0,0.0,0.0
HC02026_r,0.0,0.0,0.0,0.0,0.0
HC02027_r,0.0,0.0,0.0,0.0,0.0
ocdcea_l,0.0,0.0,0.0,0.0,0.0
lnlnca_r,0.0,0.0,0.0,0.0,0.0
lnlncg_r,0.0,0.0,0.0,0.0,0.0
lnlncg_l,0.0,0.0,0.0,0.0,0.0
hdcea_l,0.0,0.0,0.0,0.0,0.0
lnlnca_l,0.0,0.0,0.0,0.0,0.0
HC02121_c,0.0,0.0,0.0,0.0,0.0
HC02129_c,0.0,0.0,0.0,0.0,0.0
HC02136_c,0.0,0.0,0.0,0.0,0.0
dlnlcgcoa_r,0.0,0.0,0.0,0.0,0.0
HC02192_c,0.0,0.0,0.0,0.0,0.0
HC02193_c,0.0,0.0,0.0,0.0,0.0
HC02195_c,0.0,0.0,0.0,0.0,0.0
HC02196_c,0.0,0.0,0.0,0.0,0.0
HC02220_c,0.0,0.0,0.0,0.0,0.0
HC02172_c,0.0,0.0,0.0,0.0,0.0
HC02194_c,0.0,0.0,0.0,0.0,0.0
HC02197_c,0.0,0.0,0.0,0.0,0.0
HC02198_c,0.0,0.0,0.0,0.0,0.0
HC02187_c,0.0,0.0,0.0,0.0,0.0
HC02180_c,0.0,0.0,0.0,0.0,0.0
HC02202_c,0.0,0.0,0.0,0.0,0.0
HC02203_c,0.0,0.0,0.0,0.0,0.0
HC02204_c,0.0,0.0,0.0,0.0,0.0
HC02205_c,0.0,0.0,0.0,0.0,0.0
HC02206_c,0.0,0.0,0.0,0.0,0.0
HC02207_c,0.0,0.0,0.0,0.0,0.0
HC02208_c,0.0,0.0,0.0,0.0,0.0
HC02210_c,0.0,0.0,0.0,0.0,0.0
HC02213_c,0.0,0.0,0.0,0.0,0.0
HC02214_c,0.0,0.0,0.0,0.0,0.0
HC02216_c,0.0,0.0,0.0,0.0,0.0
HC02217_c,0.0,0.0,0.0,0.0,0.0
HC00342_c,0.0,0.0,0.0,0.0,0.0
oxa_m,0.0,0.0,0.0,0.0,0.0
CE2251_c,0.0,0.0,0.0,0.0,0.0
CE2247_c,0.0,0.0,0.0,0.0,0.0
CE2243_c,0.0,0.0,0.0,0.0,0.0
CE1944_c,0.0,0.0,0.0,0.0,0.0
CE0233_c,0.0,0.0,0.0,0.0,0.0
CE5586_c,0.0,0.0,0.0,0.0,0.0
xoltetrol_c,0.0,0.0,0.0,0.0,0.0
CE4872_c,0.0,0.0,0.0,0.0,0.0
CE4810_c,0.0,0.0,0.0,0.0,0.0
CE4817_c,0.0,0.0,0.0,0.0,0.0
CE5144_c,0.0,0.0,0.0,0.0,0.0
CE5151_c,0.0,0.0,0.0,0.0,0.0
CE5152_c,0.0,0.0,0.0,0.0,0.0
CE5156_c,0.0,0.0,0.0,0.0,0.0
CE5148_c,0.0,0.0,0.0,0.0,0.0
CE5150_c,0.0,0.0,0.0,0.0,0.0
CE5153_c,0.0,0.0,0.0,0.0,0.0
CE5154_c,0.0,0.0,0.0,0.0,0.0
CE5157_c,0.0,0.0,0.0,0.0,0.0
CE5161_c,0.0,0.0,0.0,0.0,0.0
CE5161_r,0.0,0.0,0.0,0.0,0.0
CE5162_c,0.0,0.0,0.0,0.0,0.0
CE5162_r,0.0,0.0,0.0,0.0,0.0
CE4874_c,0.0,0.0,0.0,0.0,0.0
subeac_x,0.0,0.0,0.0,0.0,0.0
sebacid_x,0.0,0.0,0.0,0.0,0.0
subeac_c,0.0,0.0,0.0,0.0,0.0
c8dc_x,0.0,0.0,0.0,0.0,0.0
thmmp_m,0.0,0.0,0.0,0.0,0.0
2aobut_c,0.0,0.0,0.0,0.0,0.0
dolichol_r,0.0,0.0,0.0,0.0,0.0
epoIm_r,0.0,0.0,0.0,0.0,0.0
peptide_c,0.0,0.0,0.0,0.0,0.0
igg_hc_r,0.0,0.0,0.0,0.0,0.0
igg_lc_r,0.0,0.0,0.0,0.0,0.0
